,age,job,education,default,balance,personal-loan,current-campaign,subscribed
3982,41,management,tertiary,no,72,no,3,no
3983,40,technician,tertiary,no,1871,no,1,no
3984,44,services,secondary,no,1378,no,2,no
3985,43,blue-collar,primary,no,188,no,3,no
3986,30,management,tertiary,no,6836,no,3,no
3987,32,services,secondary,no,61,no,5,no
3988,57,admin.,secondary,no,-967,no,7,no
3989,31,blue-collar,tertiary,no,462,yes,1,no
3990,49,management,secondary,no,0,no,2,no
3991,31,admin.,secondary,no,5527,no,1,no
3992,41,admin.,tertiary,no,1287,no,1,no
3993,44,management,tertiary,no,17361,no,1,no
3994,54,entrepreneur,secondary,no,1956,no,5,no
3995,37,blue-collar,secondary,no,0,no,4,yes
3996,34,management,secondary,no,-294,no,2,no
3997,43,technician,secondary,no,275,no,6,no
3998,44,management,tertiary,no,724,no,2,no
3999,44,services,secondary,no,27,no,1,no
4000,53,admin.,secondary,no,26,no,1,no
4001,36,technician,secondary,no,191,no,1,no
4002,58,technician,secondary,no,-123,no,2,no
4003,26,student,secondary,no,-147,no,2,no
4004,34,technician,secondary,no,179,no,3,no
4005,55,blue-collar,primary,no,1086,no,1,no
4006,55,blue-collar,secondary,no,471,no,2,no
4007,34,entrepreneur,tertiary,no,105,no,2,no
4008,41,entrepreneur,secondary,no,1588,yes,8,no
4009,38,housemaid,secondary,no,70,no,3,yes
4010,28,blue-collar,secondary,no,2700,no,4,no
4011,41,technician,secondary,no,1602,no,1,no
4012,30,admin.,tertiary,no,0,no,2,no
4013,39,technician,secondary,no,839,no,2,no
4014,41,admin.,secondary,no,21515,no,1,no
4015,36,technician,secondary,no,5902,no,4,no
4016,37,management,tertiary,no,547,yes,1,no
4017,59,self-employed,tertiary,no,3800,yes,1,no
4018,26,technician,secondary,no,261,no,2,no
4019,43,technician,secondary,no,0,yes,8,no
4020,42,management,secondary,yes,-34,no,1,no
4021,46,blue-collar,secondary,no,9328,no,3,yes
4022,31,admin.,secondary,no,5,yes,7,no
4023,43,unemployed,secondary,no,3529,no,2,no
4024,48,blue-collar,tertiary,no,2330,no,1,no
4025,41,blue-collar,secondary,no,1334,no,5,no
4026,32,self-employed,tertiary,no,3601,no,15,no
4027,45,technician,tertiary,no,265,no,3,no
4028,52,admin.,secondary,no,2227,no,2,yes
4029,37,self-employed,secondary,no,487,yes,15,no
4030,38,blue-collar,secondary,no,0,no,1,no
4031,36,services,secondary,no,174,no,2,no
4032,58,retired,secondary,no,14412,no,1,no
4033,37,management,tertiary,no,3288,no,2,no
4034,30,technician,secondary,no,57,no,2,no
4035,47,technician,secondary,no,2246,no,1,no
4036,40,technician,secondary,no,4441,no,2,no
4037,42,management,tertiary,no,0,no,2,no
4038,71,management,tertiary,no,353,no,1,no
4039,54,blue-collar,secondary,no,448,yes,1,no
4040,53,entrepreneur,primary,no,27,no,3,yes
4041,33,blue-collar,secondary,no,474,no,2,no
4042,30,technician,tertiary,no,1185,no,1,no
4043,39,services,secondary,no,282,no,1,no
4044,32,blue-collar,secondary,no,2,no,9,no
4045,34,technician,secondary,no,60,no,2,no
4046,39,self-employed,tertiary,no,3972,no,3,no
4047,75,retired,secondary,no,26452,no,2,no
4048,33,admin.,secondary,no,818,yes,3,no
4049,40,services,secondary,no,9374,no,8,no
4050,37,technician,secondary,no,47,no,3,no
4051,69,retired,primary,no,279,no,1,no
4052,52,unemployed,primary,no,20,no,1,no
4053,31,admin.,secondary,no,360,no,1,no
4054,28,technician,secondary,no,1532,no,1,no
4055,29,management,tertiary,no,1673,no,2,no
4056,46,services,secondary,no,2420,no,2,no
4057,28,blue-collar,secondary,no,100,yes,2,no
4058,41,admin.,secondary,no,0,no,1,no
4059,42,technician,secondary,no,1533,yes,1,no
4060,34,admin.,secondary,no,296,no,4,no
4061,28,blue-collar,secondary,no,2788,no,2,yes
4062,43,management,secondary,no,109,no,3,no
4063,32,technician,secondary,no,485,no,14,no
4064,33,technician,tertiary,no,125,no,2,no
4065,70,retired,secondary,no,616,no,2,no
4066,36,services,secondary,no,3064,no,3,no
4067,53,technician,secondary,no,206,no,6,no
4068,30,blue-collar,secondary,no,6900,no,1,no
4069,45,services,secondary,no,-179,no,2,no
4070,31,services,secondary,no,481,no,2,no
4071,28,admin.,secondary,no,12,no,3,no
4072,45,blue-collar,primary,no,0,no,5,no
4073,51,management,tertiary,no,176,yes,1,no
4074,53,management,primary,no,4086,no,3,no
4075,40,technician,secondary,no,257,no,4,no
4076,53,blue-collar,primary,no,53,no,1,no
4077,31,blue-collar,secondary,no,6,no,1,no
4078,30,management,tertiary,no,562,no,4,no
4079,53,entrepreneur,secondary,no,-118,no,3,no
4080,40,blue-collar,primary,no,2805,no,6,no
4081,26,management,secondary,no,565,no,11,no
4082,47,blue-collar,secondary,no,0,no,1,no
4083,51,management,tertiary,no,1612,no,1,no
4084,45,unemployed,primary,no,180,yes,2,no
4085,35,management,tertiary,no,0,no,3,no
4086,36,management,tertiary,no,876,no,2,no
4087,57,admin.,secondary,no,2137,no,7,no
4088,42,blue-collar,primary,no,260,no,2,no
4089,32,blue-collar,secondary,yes,-53,no,1,yes
4090,30,management,tertiary,no,944,no,2,yes
4091,36,technician,secondary,no,2394,no,2,no
4092,43,technician,secondary,no,297,no,3,no
4093,69,retired,tertiary,no,2144,no,1,yes
4094,31,technician,tertiary,no,969,no,1,no
4095,35,technician,secondary,no,0,no,2,no
4096,26,entrepreneur,tertiary,no,37,yes,1,no
4097,46,technician,secondary,no,410,yes,5,no
4098,30,technician,secondary,no,1211,no,1,no
4099,33,management,tertiary,no,71,no,6,no
4100,34,management,tertiary,no,436,no,1,no
4101,48,blue-collar,primary,no,559,no,2,no
4102,31,management,tertiary,no,1170,no,4,no
4103,46,management,tertiary,no,25,no,2,no
4104,40,services,secondary,no,1325,no,2,no
4105,39,entrepreneur,secondary,no,0,no,7,no
4106,33,technician,secondary,no,647,yes,1,no
4107,50,blue-collar,primary,no,2142,no,2,no
4108,84,retired,primary,no,639,no,3,yes
4109,40,blue-collar,primary,no,177,yes,4,no
4110,55,management,tertiary,no,236,no,1,no
4111,40,services,secondary,no,1959,no,1,no
4112,46,admin.,primary,no,96,no,2,no
4113,43,self-employed,tertiary,no,0,no,1,no
4114,34,blue-collar,secondary,no,250,no,6,no
4115,35,technician,secondary,no,126,no,2,no
4116,57,retired,secondary,no,1621,no,1,no
4117,25,student,secondary,no,8,no,2,yes
4118,32,self-employed,tertiary,no,189,no,2,no
4119,52,retired,secondary,no,316,no,3,no
4120,31,self-employed,tertiary,yes,-282,no,3,no
4121,34,management,tertiary,no,-308,no,2,no
4122,42,technician,secondary,no,248,no,4,no
4123,47,blue-collar,primary,no,126,no,2,yes
4124,50,self-employed,tertiary,no,13,no,1,yes
4125,30,technician,secondary,no,-393,yes,1,yes
4126,33,services,secondary,no,358,no,1,no
4127,56,technician,tertiary,no,917,no,1,no
4128,34,admin.,secondary,no,1268,no,3,no
4129,33,technician,secondary,no,-163,yes,2,no
4130,32,management,tertiary,no,473,no,2,no
4131,34,management,tertiary,no,4831,no,1,no
4132,37,technician,secondary,no,1063,no,2,no
4133,30,management,secondary,no,0,no,3,no
4134,29,blue-collar,secondary,no,424,yes,2,no
4135,56,unemployed,primary,no,802,no,2,no
4136,31,management,tertiary,no,430,no,16,no
4137,59,management,tertiary,no,3940,no,2,no
4138,36,housemaid,secondary,no,2880,no,1,no
4139,51,blue-collar,secondary,no,1069,no,2,no
4140,54,self-employed,primary,no,4382,no,4,no
4141,37,management,tertiary,no,0,no,4,no
4142,32,technician,tertiary,no,3939,no,2,no
4143,42,self-employed,tertiary,no,753,no,1,no
4144,29,blue-collar,secondary,no,358,no,5,no
4145,52,blue-collar,primary,no,1141,no,5,no
4146,40,technician,secondary,no,1259,no,5,no
4147,30,services,secondary,no,227,yes,1,no
4148,55,entrepreneur,secondary,no,538,no,2,yes
4149,49,management,tertiary,no,92,no,2,no
4150,33,technician,tertiary,no,8023,no,1,no
4151,32,services,secondary,no,2478,yes,1,no
4152,21,student,secondary,no,6844,no,3,no
4153,42,technician,secondary,no,440,no,5,no
4154,56,self-employed,secondary,no,800,yes,1,no
4155,39,management,secondary,no,914,no,1,no
4156,30,entrepreneur,secondary,no,638,no,6,no
4157,55,retired,secondary,no,159,no,1,no
4158,43,blue-collar,primary,no,483,no,3,no
4159,53,unemployed,secondary,no,94,no,1,yes
4160,57,retired,secondary,no,1044,no,1,yes
4161,39,self-employed,tertiary,no,0,no,11,no
4162,56,technician,tertiary,no,401,no,1,no
4163,29,services,secondary,no,33,no,1,no
4164,38,blue-collar,primary,no,506,yes,1,no
4165,59,management,tertiary,no,1881,no,2,no
4166,42,technician,secondary,no,344,no,7,no
4167,46,blue-collar,primary,no,0,no,9,no
4168,31,admin.,secondary,no,3,no,12,no
4169,35,services,secondary,no,221,no,1,no
4170,50,self-employed,secondary,no,36,no,10,no
4171,42,blue-collar,primary,no,969,no,1,no
4172,36,services,secondary,no,760,no,13,no
4173,25,admin.,tertiary,no,220,no,1,no
4174,42,management,tertiary,no,10907,no,3,no
4175,27,student,tertiary,no,-148,no,3,no
4176,32,blue-collar,primary,no,415,no,4,yes
4177,57,management,tertiary,no,1341,no,2,no
4178,48,blue-collar,secondary,no,865,no,2,no
4179,34,blue-collar,secondary,no,-566,no,2,no
4180,33,services,secondary,no,210,yes,1,no
4181,26,technician,secondary,no,1275,no,9,no
4182,50,blue-collar,secondary,no,579,no,4,no
4183,60,technician,tertiary,no,2934,no,2,no
4184,47,management,tertiary,no,6637,no,2,no
4185,31,management,tertiary,no,271,no,1,no
4186,52,technician,tertiary,no,0,no,3,no
4187,36,services,secondary,no,472,no,1,no
4188,43,blue-collar,primary,no,487,no,2,no
4189,30,technician,tertiary,no,699,no,4,no
4190,32,blue-collar,secondary,no,150,no,1,no
4191,31,management,tertiary,no,1130,no,3,no
4192,29,management,secondary,no,584,no,19,no
4193,48,services,secondary,no,3186,yes,1,no
4194,32,services,secondary,no,133,no,1,yes
4195,30,housemaid,tertiary,no,868,no,2,no
4196,48,blue-collar,secondary,no,480,no,1,yes
4197,51,blue-collar,secondary,no,1883,no,1,no
4198,34,management,tertiary,no,606,no,1,yes
4199,35,blue-collar,secondary,no,603,no,2,no
4200,49,management,primary,no,548,no,6,no
4201,36,unemployed,secondary,no,-872,yes,1,no
4202,37,blue-collar,secondary,no,33,no,2,no
4203,37,management,tertiary,no,1689,no,2,no
4204,49,blue-collar,primary,no,902,no,2,no
4205,44,services,secondary,no,0,yes,1,no
4206,40,student,secondary,no,260,no,1,no
4207,57,technician,secondary,no,589,no,1,no
4208,39,technician,secondary,no,626,no,2,no
4209,38,services,secondary,no,0,yes,6,no
4210,51,blue-collar,secondary,no,78,no,2,no
4211,27,blue-collar,secondary,no,3792,no,2,yes
4212,38,blue-collar,tertiary,no,14058,no,20,no
4213,30,technician,secondary,no,-522,yes,2,yes
4214,36,student,secondary,no,386,no,2,no
4215,37,unemployed,secondary,no,1978,no,1,yes
4216,53,admin.,secondary,no,459,no,6,no
4217,38,unemployed,tertiary,no,2812,no,1,yes
4218,48,management,tertiary,no,5057,yes,1,no
4219,26,housemaid,secondary,no,-759,no,1,no
4220,33,blue-collar,secondary,no,-416,no,2,yes
4221,47,technician,secondary,no,2106,no,1,no
4222,45,management,tertiary,no,220,no,4,no
4223,32,blue-collar,secondary,no,0,no,2,no
4224,69,retired,secondary,no,426,no,1,yes
4225,65,management,tertiary,no,4717,no,1,yes
4226,37,blue-collar,secondary,no,395,no,2,no
4227,45,blue-collar,primary,no,0,no,2,no
4228,36,blue-collar,secondary,no,-206,no,2,no
4229,62,self-employed,tertiary,no,6,no,1,yes
4230,37,management,tertiary,no,4039,yes,2,no
4231,39,services,secondary,no,687,no,1,yes
4232,38,technician,secondary,no,-242,no,3,yes
4233,31,management,tertiary,no,582,no,2,no
4234,58,blue-collar,primary,no,8218,no,10,no
4235,44,management,tertiary,no,1424,no,2,no
4236,31,blue-collar,secondary,no,92,no,1,yes
4237,33,technician,secondary,no,2085,no,2,yes
4238,36,technician,tertiary,no,197,no,1,yes
4239,31,technician,secondary,no,2305,no,1,no
4240,45,admin.,secondary,no,-547,no,2,no
4241,30,technician,tertiary,no,411,no,1,no
4242,34,blue-collar,secondary,no,584,no,2,no
4243,34,management,tertiary,no,997,yes,1,no
4244,39,admin.,secondary,no,83,no,6,no
4245,41,management,tertiary,no,6563,no,8,no
4246,32,services,secondary,no,0,no,13,no
4247,32,management,tertiary,no,0,no,6,no
4248,36,blue-collar,primary,no,398,no,1,no
4249,35,admin.,tertiary,no,1145,no,2,no
4250,32,management,tertiary,no,2,no,2,yes
4251,33,management,tertiary,no,201,no,1,no
4252,49,entrepreneur,primary,no,563,no,1,no
4253,35,management,tertiary,no,3161,no,2,no
4254,31,technician,secondary,no,0,yes,6,no
4255,42,management,secondary,no,1331,no,2,no
4256,34,housemaid,primary,no,2929,no,2,yes
4257,32,services,secondary,yes,-220,yes,2,no
4258,29,management,tertiary,no,5980,no,1,no
4259,32,services,secondary,no,48,no,3,no
4260,50,housemaid,primary,no,0,no,8,no
4261,58,retired,secondary,no,3382,yes,2,no
4262,59,technician,secondary,no,2308,no,1,yes
4263,25,student,tertiary,no,10,no,4,yes
4264,57,services,secondary,no,162,no,1,no
4265,30,blue-collar,secondary,no,1073,no,4,no
4266,26,services,secondary,no,1700,no,5,no
4267,50,services,primary,no,148,no,2,no
4268,39,services,secondary,no,0,no,1,no
4269,45,blue-collar,primary,no,185,no,3,no
4270,37,management,tertiary,no,896,yes,2,no
4271,47,blue-collar,primary,no,1279,no,2,no
4272,50,technician,tertiary,no,199,yes,2,no
4273,40,management,secondary,no,99,no,5,no
4274,35,blue-collar,primary,no,378,no,3,no
4275,53,management,tertiary,no,15,no,2,yes
4276,35,admin.,secondary,no,147,yes,1,no
4277,54,technician,secondary,no,2225,yes,2,no
4278,35,admin.,secondary,no,1810,no,2,no
4279,31,housemaid,primary,yes,-6,yes,2,no
4280,46,technician,secondary,no,435,no,3,no
4281,52,management,secondary,no,335,no,1,yes
4282,34,admin.,secondary,no,-251,no,1,yes
4283,46,services,secondary,no,5,yes,2,no
4284,54,self-employed,secondary,no,641,no,1,no
4285,37,admin.,tertiary,no,0,no,1,no
4286,39,admin.,tertiary,no,722,no,1,no
4287,50,technician,tertiary,no,3337,yes,14,no
4288,44,technician,secondary,no,0,no,5,no
4289,56,admin.,secondary,no,1504,no,2,no
4290,40,services,tertiary,no,35,no,4,no
4291,36,services,secondary,no,895,yes,1,no
4292,33,management,tertiary,no,752,no,4,no
4293,33,blue-collar,secondary,no,1925,no,2,no
4294,42,services,secondary,no,-246,no,1,no
4295,30,self-employed,tertiary,no,901,yes,1,no
4296,33,admin.,secondary,no,894,no,2,no
4297,26,blue-collar,secondary,no,592,yes,1,no
4298,26,admin.,secondary,no,3529,yes,2,no
4299,37,services,secondary,no,0,yes,2,no
4300,59,retired,primary,no,0,no,2,yes
4301,49,blue-collar,primary,no,371,no,44,no
4302,33,blue-collar,primary,no,1,no,1,no
4303,46,technician,secondary,no,834,no,2,no
4304,55,entrepreneur,primary,no,298,no,3,no
4305,49,services,tertiary,no,306,no,7,no
4306,51,technician,secondary,no,143,no,1,no
4307,27,admin.,secondary,no,186,no,2,no
4308,44,technician,secondary,no,5597,no,3,no
4309,40,services,secondary,no,1547,no,2,no
4310,36,management,tertiary,no,1852,no,1,no
4311,46,admin.,secondary,no,1790,no,5,no
4312,30,services,secondary,no,20,no,6,no
4313,35,admin.,secondary,no,8652,no,6,no
4314,31,technician,secondary,no,1626,no,2,no
4315,37,admin.,secondary,no,749,no,1,no
4316,49,blue-collar,secondary,no,51,no,1,no
4317,27,services,secondary,yes,-1,no,2,no
4318,32,blue-collar,secondary,no,-32,no,1,no
4319,70,retired,secondary,no,6850,no,3,no
4320,22,technician,secondary,no,333,yes,1,no
4321,58,blue-collar,secondary,no,-27,yes,13,no
4322,33,blue-collar,secondary,no,932,no,1,no
4323,83,retired,primary,no,0,no,1,no
4324,50,management,tertiary,no,100,yes,1,no
4325,53,blue-collar,secondary,no,-626,no,1,no
4326,37,management,tertiary,no,9,no,2,no
4327,55,services,primary,no,653,no,1,no
4328,49,admin.,secondary,no,3608,no,1,yes
4329,41,blue-collar,primary,no,293,yes,1,no
4330,40,management,tertiary,no,36,no,3,no
4331,48,management,tertiary,no,263,no,2,no
4332,27,student,secondary,no,8366,no,2,no
4333,30,management,tertiary,no,2186,no,1,no
4334,37,entrepreneur,secondary,no,20453,no,1,no
4335,37,services,secondary,no,105,yes,4,no
4336,40,blue-collar,secondary,no,440,no,2,no
4337,73,retired,secondary,no,519,no,1,yes
4338,50,management,tertiary,no,19447,yes,1,no
4339,53,blue-collar,primary,no,225,no,7,no
4340,47,blue-collar,secondary,no,2548,no,1,no
4341,33,technician,secondary,no,0,no,8,no
4342,50,blue-collar,secondary,no,2284,no,17,yes
4343,51,blue-collar,primary,no,40,no,1,no
4344,42,housemaid,tertiary,no,364,no,1,no
4345,34,technician,secondary,no,174,no,4,no
4346,44,technician,secondary,no,10888,no,1,no
4347,32,admin.,secondary,no,0,yes,2,no
4348,60,retired,tertiary,no,225,no,2,no
4349,60,retired,tertiary,no,2131,no,6,no
4350,29,blue-collar,secondary,no,-20,yes,1,yes
4351,39,management,secondary,no,36,no,2,no
4352,47,blue-collar,primary,no,2642,no,2,no
4353,30,admin.,tertiary,no,400,no,1,no
4354,31,technician,tertiary,no,1214,no,1,no
4355,34,management,tertiary,no,-292,no,6,no
4356,51,admin.,secondary,no,1415,no,3,no
4357,38,blue-collar,secondary,no,213,no,15,no
4358,47,admin.,secondary,no,2540,no,5,no
4359,46,housemaid,tertiary,no,3232,no,2,no
4360,33,management,tertiary,no,296,no,2,no
4361,30,management,tertiary,no,42,no,6,no
4362,40,technician,secondary,no,697,no,2,no
4363,38,blue-collar,secondary,no,13156,no,4,no
4364,63,retired,secondary,no,1490,no,1,yes
4365,33,management,tertiary,no,150,no,2,no
4366,59,retired,secondary,no,0,no,1,yes
4367,29,management,tertiary,no,4210,no,1,no
4368,54,services,secondary,no,1012,no,3,no
4369,57,technician,secondary,no,16063,no,3,no
4370,57,blue-collar,primary,no,5431,yes,1,no
4371,28,services,secondary,no,317,no,3,no
4372,30,technician,secondary,no,4787,no,1,no
4373,28,blue-collar,secondary,no,225,yes,2,no
4374,45,services,primary,no,3854,no,3,no
4375,29,services,secondary,no,92,no,1,no
4376,42,blue-collar,primary,no,-10,no,4,no
4377,31,blue-collar,secondary,no,-617,no,2,no
4378,59,housemaid,primary,no,195,no,2,no
4379,41,blue-collar,primary,no,1172,no,1,no
4380,57,housemaid,secondary,no,0,no,2,no
4381,43,services,secondary,no,0,no,4,no
4382,30,services,secondary,no,-94,no,2,no
4383,26,admin.,secondary,no,609,no,1,no
4384,52,management,tertiary,no,4,yes,9,no
4385,32,entrepreneur,secondary,no,1121,yes,3,no
4386,39,management,tertiary,no,355,no,5,no
4387,31,blue-collar,secondary,no,3653,yes,1,no
4388,83,retired,primary,no,1097,no,1,yes
4389,34,management,tertiary,no,436,yes,4,no
4390,40,blue-collar,secondary,no,4795,no,1,no
4391,39,self-employed,secondary,no,266,no,2,no
4392,50,unemployed,secondary,no,3357,no,4,yes
4393,30,technician,tertiary,no,101,yes,3,no
4394,43,blue-collar,secondary,no,10910,no,2,no
4395,49,blue-collar,secondary,no,1568,no,6,no
4396,41,retired,primary,no,0,no,1,no
4397,35,blue-collar,secondary,no,305,no,7,no
4398,57,retired,tertiary,no,31,no,2,no
4399,29,entrepreneur,secondary,no,452,no,1,no
4400,48,admin.,secondary,no,5,no,2,no
4401,38,entrepreneur,tertiary,no,7929,no,3,no
4402,41,entrepreneur,primary,no,39,no,2,yes
4403,39,housemaid,primary,no,267,no,5,no
